hflu;spn;mcat
>lcl|NZ_QWLX01000001.1_cds_148 [gene=rpmE] [locus_tag=FA898_RS00765] [protein=50S ribosomal protein L31] [pseudo=true] [location=complement(141166..141374)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001038475.1_148 [locus_tag=SPNHU17_RS00775] [protein=transporter substrate-binding domain-containing protein] [protein_id=WP_001038475.1] [location=145550..146356] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657749.1_148 [locus_tag=MC195_RS00780] [db_xref=GeneID:66585051] [protein=pseudouridine synthase] [protein_id=WP_003657749.1] [location=151632..152384] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_020910170.1_149 [locus_tag=FA898_RS00770] [protein=glycosyltransferase family 25 protein] [protein_id=WP_020910170.1] [location=141592..142434] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000031925.1_149 [locus_tag=SPNHU17_RS00780] [protein=argininosuccinate synthase] [protein_id=WP_000031925.1] [location=146373..147569] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081569709.1_149 [locus_tag=MC195_RS00785] [db_xref=GeneID:66585052] [protein=PDZ domain-containing protein] [protein_id=WP_081569709.1] [location=complement(152396..154174)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_015701899.1_150 [locus_tag=FA898_RS00775] [protein=7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter] [protein_id=WP_015701899.1] [location=complement(142486..143193)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001107614.1_150 [gene=argH] [locus_tag=SPNHU17_RS00785] [protein=argininosuccinate lyase] [protein_id=WP_001107614.1] [location=147598..148989] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081569710.1_150 [locus_tag=MC195_RS00790] [db_xref=GeneID:66585053] [protein=peptidylprolyl isomerase] [protein_id=WP_081569710.1] [location=154591..155079] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_044509597.1_151 [gene=pdxH] [locus_tag=FA898_RS00780] [protein=pyridoxamine 5'-phosphate oxidase] [protein_id=WP_044509597.1] [location=143386..144018] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001189286.1_151 [locus_tag=SPNHU17_RS00790] [protein=hypothetical protein] [protein_id=WP_001189286.1] [location=complement(149278..149598)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657753.1_151 [locus_tag=MC195_RS00795] [db_xref=GeneID:66585054] [protein=DUF1852 domain-containing protein] [protein_id=WP_003657753.1] [location=155336..156313] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_110437806.1_152 [gene=typA] [locus_tag=FA898_RS00785] [protein=translational GTPase TypA] [protein_id=WP_110437806.1] [location=complement(144106..145956)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000424430.1_152 [locus_tag=SPNHU17_RS00795] [protein=SPH_0218 family bacteriocin-like peptide] [protein_id=WP_000424430.1] [location=150356..150727] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657754.1_152 [locus_tag=MC195_RS00800] [db_xref=GeneID:66585055] [protein=methionine synthase] [protein_id=WP_003657754.1] [location=156406..157440] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648232.1_153 [gene=glnA] [locus_tag=FA898_RS00790] [protein=glutamate--ammonia ligase] [protein_id=WP_005648232.1] [location=146188..147606] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_012291603.1_153 [locus_tag=SPNHU17_RS00800] [protein=hypothetical protein] [protein_id=WP_012291603.1] [location=150735..150947] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657755.1_153 [locus_tag=MC195_RS00805] [db_xref=GeneID:66585056] [protein=flavin reductase family protein] [protein_id=WP_003657755.1] [location=157569..158102] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648230.1_154 [locus_tag=FA898_RS00795] [protein=LPS O-antigen chain length determinant protein WzzB] [protein_id=WP_005648230.1] [location=148083..148706] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_012291594.1_154 [locus_tag=SPNHU17_RS00805] [protein=hypothetical protein] [protein_id=WP_012291594.1] [location=151752..152810] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003658468.1_154 [locus_tag=MC195_RS00810] [db_xref=GeneID:66585057] [protein=AbgT family transporter] [protein_id=WP_003658468.1] [location=158276..159874] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_155 [locus_tag=FA898_RS00800] [protein=flippase] [pseudo=true] [location=148944..150166] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_012291592.1_155 [locus_tag=SPNHU17_RS00810] [protein=hypothetical protein] [protein_id=WP_012291592.1] [location=153125..154102] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657757.1_155 [locus_tag=MC195_RS00815] [db_xref=GeneID:66585058] [protein=catalase] [protein_id=WP_003657757.1] [location=160197..161717] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648226.1_156 [locus_tag=FA898_RS00805] [protein=glycosyltransferase] [protein_id=WP_005648226.1] [location=150147..150899] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000424474.1_156 [locus_tag=SPNHU17_RS00815] [protein=SPH_0224 family bacteriocin-like peptide] [protein_id=WP_000424474.1] [location=154574..154948] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657758.1_156 [gene=nqrF] [locus_tag=MC195_RS00820] [db_xref=GeneID:66585059] [protein=NADH:ubiquinone reductase (Na(+)-transporting) subunit F] [protein_id=WP_003657758.1] [location=complement(161841..163076)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648224.1_157 [locus_tag=FA898_RS00810] [protein=glycosyltransferase] [protein_id=WP_005648224.1] [location=150904..151788] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000619757.1_157 [locus_tag=SPNHU17_RS00820] [protein=hypothetical protein] [protein_id=WP_000619757.1] [location=155156..156058] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657760.1_157 [gene=nqrE] [locus_tag=MC195_RS00825] [db_xref=GeneID:66585060] [protein=NADH:ubiquinone reductase (Na(+)-transporting) subunit E] [protein_id=WP_003657760.1] [location=complement(163096..163704)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648222.1_158 [locus_tag=FA898_RS00815] [protein=EpsG family protein] [protein_id=WP_005648222.1] [location=151966..152799] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000424404.1_158 [locus_tag=SPNHU17_RS00825] [protein=hypothetical protein] [protein_id=WP_000424404.1] [location=156114..156467] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657762.1_158 [locus_tag=MC195_RS00830] [db_xref=GeneID:66585061] [protein=NADH:ubiquinone reductase (Na(+)-transporting) subunit D] [protein_id=WP_003657762.1] [location=complement(163704..164375)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_136429009.1_159 [locus_tag=FA898_RS00820] [protein=hypothetical protein] [protein_id=WP_136429009.1] [location=152905..153819] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000072918.1_159 [locus_tag=SPNHU17_RS00830] [protein=hypothetical protein] [protein_id=WP_000072918.1] [location=156464..157192] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003669813.1_159 [locus_tag=MC195_RS00835] [db_xref=GeneID:66585062] [protein=Na(+)-translocating NADH-quinone reductase subunit C] [protein_id=WP_003669813.1] [location=complement(164378..165187)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005655767.1_160 [gene=wbaP] [locus_tag=FA898_RS00825] [protein=undecaprenyl-phosphate galactose phosphotransferase WbaP] [protein_id=WP_005655767.1] [location=153812..155227] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000770319.1_160 [locus_tag=SPNHU17_RS00835] [protein=hypothetical protein] [protein_id=WP_000770319.1] [location=158328..158567] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003669811.1_160 [locus_tag=MC195_RS00840] [db_xref=GeneID:66585063] [protein=NADH:ubiquinone reductase (Na(+)-transporting) subunit B] [protein_id=WP_003669811.1] [location=complement(165171..166403)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005651396.1_161 [gene=rfbB] [locus_tag=FA898_RS00830] [protein=dTDP-glucose 4,6-dehydratase] [protein_id=WP_005651396.1] [location=155299..156303] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_208912193.1_161 [locus_tag=SPNHU17_RS00840] [protein=cell surface protein] [partial=3'] [protein_id=WP_208912193.1] [location=159119..>160597] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657766.1_161 [locus_tag=MC195_RS00845] [db_xref=GeneID:66585064] [protein=Na(+)-translocating NADH-quinone reductase subunit A] [protein_id=WP_003657766.1] [location=complement(166406..167758)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_136429011.1_162 [locus_tag=FA898_RS00835] [protein=O-antigen ligase family protein] [protein_id=WP_136429011.1] [location=complement(156339..157565)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_162 [locus_tag=SPNHU17_RS00845] [protein=hypothetical protein] [pseudo=true] [frame=2] [partial=5'] [location=<161013..161202] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657767.1_162 [gene=hisA] [locus_tag=MC195_RS00850] [db_xref=GeneID:66585065] [protein=1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase] [protein_id=WP_003657767.1] [location=168287..169012] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_136429013.1_163 [gene=pepB] [locus_tag=FA898_RS00840] [protein=aminopeptidase PepB] [protein_id=WP_136429013.1] [location=157715..159019] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_044811989.1_163 [gene=mnmA] [locus_tag=SPNHU17_RS00850] [protein=tRNA 2-thiouridine(34) synthase MnmA] [protein_id=WP_044811989.1] [location=161602..162723] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657768.1_163 [gene=rnr] [locus_tag=MC195_RS00855] [db_xref=GeneID:66585066] [protein=ribonuclease R] [protein_id=WP_003657768.1] [location=complement(169146..171458)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_168769340.1_164 [gene=ndk] [locus_tag=FA898_RS00845] [protein=nucleoside-diphosphate kinase] [protein_id=WP_168769340.1] [location=159029..159451] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000193609.1_164 [locus_tag=SPNHU17_RS00855] [protein=NUDIX hydrolase] [protein_id=WP_000193609.1] [location=162864..163319] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657769.1_164 [gene=rimI] [locus_tag=MC195_RS00860] [db_xref=GeneID:66585067] [protein=ribosomal protein S18-alanine N-acetyltransferase] [protein_id=WP_003657769.1] [location=171578..172096] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005689138.1_165 [gene=cgtA] [locus_tag=FA898_RS00850] [protein=Obg family GTPase CgtA] [protein_id=WP_005689138.1] [location=complement(159521..160771)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000639152.1_165 [gene=mnmG] [locus_tag=SPNHU17_RS00860] [protein=tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG] [protein_id=WP_000639152.1] [location=163329..165242] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_172798033.1_165 [gene=infC] [locus_tag=MC195_RS00865] [db_xref=GeneID:66585068] [protein=translation initiation factor IF-3] [protein_id=WP_172798033.1] [location=complement(172184..172681)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_118799900.1_166 [locus_tag=FA898_RS00855] [protein=DMT family transporter] [protein_id=WP_118799900.1] [location=complement(160799..161719)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000331980.1_166 [locus_tag=SPNHU17_RS00865] [protein=ribonuclease J] [protein_id=WP_000331980.1] [location=complement(166123..167802)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081569711.1_166 [locus_tag=MC195_RS00870] [db_xref=GeneID:66585069] [protein=ABC transporter ATP-binding protein] [protein_id=WP_081569711.1] [location=complement(172774..174087)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005539872.1_167 [gene=rpmA] [locus_tag=FA898_RS00860] [protein=50S ribosomal protein L27] [protein_id=WP_005539872.1] [location=complement(161800..162057)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000639579.1_167 [locus_tag=SPNHU17_RS00870] [protein=DNA-dependent RNA polymerase auxiliary subunit epsilon family protein] [protein_id=WP_000639579.1] [location=complement(167804..168037)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003672581.1_167 [gene=thrS] [locus_tag=MC195_RS00875] [db_xref=GeneID:66585070] [protein=threonine--tRNA ligase] [protein_id=WP_003672581.1] [location=complement(174196..176115)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005626416.1_168 [gene=rplU] [locus_tag=FA898_RS00865] [protein=50S ribosomal protein L21] [protein_id=WP_005626416.1] [location=complement(162078..162389)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000282479.1_168 [locus_tag=SPNHU17_RS00875] [protein=hypothetical protein] [protein_id=WP_000282479.1] [location=168317..168532] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657772.1_168 [locus_tag=MC195_RS00885] [db_xref=GeneID:66585071] [protein=hypothetical protein] [protein_id=WP_003657772.1] [location=176497..176796] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_006995542.1_169 [gene=ispB] [locus_tag=FA898_RS00870] [protein=octaprenyl diphosphate synthase] [protein_id=WP_006995542.1] [location=162602..163591] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000974047.1_169 [gene=cibB] [locus_tag=SPNHU17_RS00880] [protein=fratricide two-peptide bacteriocin subunit CibB] [protein_id=WP_000974047.1] [location=complement(168855..169007)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081569712.1_169 [locus_tag=MC195_RS00890] [db_xref=GeneID:66585072] [protein=hypothetical protein] [protein_id=WP_081569712.1] [location=177453..178085] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_136429015.1_170 [locus_tag=FA898_RS00875] [protein=epoxyqueuosine reductase QueH] [protein_id=WP_136429015.1] [location=163642..164379] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000180803.1_170 [gene=cibA] [locus_tag=SPNHU17_RS00885] [protein=fratricide two-peptide bacteriocin subunit CibA] [protein_id=WP_000180803.1] [location=complement(169009..169194)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003660383.1_170 [locus_tag=MC195_RS00920] [db_xref=GeneID:66585078] [protein=DUF2789 domain-containing protein] [protein_id=WP_003660383.1] [location=complement(184742..184987)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_136429017.1_171 [locus_tag=FA898_RS00880] [protein=sodium:alanine symporter family protein] [protein_id=WP_136429017.1] [location=complement(164439..165809)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000865689.1_171 [gene=tsaB] [locus_tag=SPNHU17_RS00890] [protein=tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB] [protein_id=WP_000865689.1] [location=169372..170055] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081569713.1_171 [locus_tag=MC195_RS00925] [db_xref=GeneID:66585079] [protein=malate dehydrogenase] [protein_id=WP_081569713.1] [location=complement(185141..186127)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_065245111.1_172 [gene=arcA] [locus_tag=FA898_RS00885] [protein=two-component system response regulator ArcA] [protein_id=WP_065245111.1] [location=complement(166209..166919)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000569827.1_172 [gene=rimI] [locus_tag=SPNHU17_RS00895] [protein=ribosomal protein S18-alanine N-acetyltransferase] [protein_id=WP_000569827.1] [location=170052..170489] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003670187.1_172 [locus_tag=MC195_RS00930] [db_xref=GeneID:66585080] [protein=lytic transglycosylase domain-containing protein] [protein_id=WP_003670187.1] [location=complement(186378..188387)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_136429019.1_173 [locus_tag=FA898_RS00890] [protein=protein-disulfide reductase DsbD] [protein_id=WP_136429019.1] [location=167111..168850] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000655066.1_173 [gene=tsaD] [locus_tag=SPNHU17_RS00900] [protein=tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD] [protein_id=WP_000655066.1] [location=170479..171489] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003662052.1_173 [gene=miaB] [locus_tag=MC195_RS00935] [db_xref=GeneID:66585081] [protein=tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB] [protein_id=WP_003662052.1] [location=188551..190020] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005659079.1_174 [locus_tag=FA898_RS00895] [protein=DoxX family protein] [protein_id=WP_005659079.1] [location=168967..169377] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_174 [locus_tag=SPNHU17_RS00905] [protein=ISL3 family transposase] [pseudo=true] [location=complement(171529..172835)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081570054.1_174 [gene=pilM] [locus_tag=MC195_RS00940] [db_xref=GeneID:66585082] [protein=pilus assembly protein PilM] [protein_id=WP_081570054.1] [location=190049..191926] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005659082.1_175 [gene=purH] [locus_tag=FA898_RS00900] [protein=bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase] [protein_id=WP_005659082.1] [location=169560..171158] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_175 [locus_tag=SPNHU17_RS00910] [protein=transposase] [pseudo=true] [partial=5'] [location=complement(173168..>173462)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003670182.1_175 [locus_tag=MC195_RS00945] [db_xref=GeneID:66585083] [protein=type 4a pilus biogenesis protein PilO] [protein_id=WP_003670182.1] [location=191919..192557] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_075985388.1_176 [gene=purD] [locus_tag=FA898_RS00905] [protein=phosphoribosylamine--glycine ligase] [protein_id=WP_075985388.1] [location=171254..172543] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_176 [locus_tag=SPNHU17_RS00915] [protein=IS630 family transposase] [pseudo=true] [partial=5',3'] [location=complement(<173569..>173862)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003670179.1_176 [locus_tag=MC195_RS00950] [db_xref=GeneID:66585084] [protein=pilus assembly protein PilP] [protein_id=WP_003670179.1] [location=192547..193197] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648164.1_177 [locus_tag=FA898_RS00910] [protein=serine hydroxymethyltransferase] [protein_id=WP_005648164.1] [location=172667..173932] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001200043.1_177 [locus_tag=SPNHU17_RS00920] [protein=glycosyltransferase family 4 protein] [protein_id=WP_001200043.1] [location=174105..175310] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003665128.1_177 [gene=pilQ] [locus_tag=MC195_RS00955] [db_xref=GeneID:66585085] [protein=type IV pilus secretin PilQ] [protein_id=WP_003665128.1] [location=193201..194622] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_040035040.1_178 [gene=coaE] [locus_tag=FA898_RS00920] [protein=dephospho-CoA kinase] [protein_id=WP_040035040.1] [location=174003..174623] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000375708.1_178 [locus_tag=SPNHU17_RS00925] [protein=glycosyltransferase family 2 protein] [protein_id=WP_000375708.1] [location=175303..176256] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657653.1_178 [locus_tag=MC195_RS00960] [db_xref=GeneID:66585086] [protein=shikimate kinase] [protein_id=WP_003657653.1] [location=194818..195453] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_136429021.1_179 [gene=yacG] [locus_tag=FA898_RS00925] [protein=DNA gyrase inhibitor YacG] [protein_id=WP_136429021.1] [location=174616..174822] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000288029.1_179 [locus_tag=SPNHU17_RS00930] [protein=ABC transporter ATP-binding protein] [protein_id=WP_000288029.1] [location=176266..177882] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657652.1_179 [gene=aroB] [locus_tag=MC195_RS00965] [db_xref=GeneID:66585087] [protein=3-dehydroquinate synthase] [protein_id=WP_003657652.1] [location=195450..196568] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_040035044.1_180 [gene=rhlB] [locus_tag=FA898_RS00930] [protein=ATP-dependent RNA helicase RhlB] [protein_id=WP_040035044.1] [location=174940..176187] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_180 [locus_tag=SPNHU17_RS00935] [protein=hypothetical protein] [pseudo=true] [location=178346..178571] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003664348.1_180 [locus_tag=MC195_RS00970] [db_xref=GeneID:66585088] [protein=hypothetical protein] [protein_id=WP_003664348.1] [location=196581..197525] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005686134.1_181 [locus_tag=FA898_RS00935] [protein=TetR/AcrR family transcriptional regulator] [protein_id=WP_005686134.1] [location=176429..176992] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_181 [locus_tag=SPNHU17_RS00940] [protein=PIG-L family deacetylase] [pseudo=true] [location=178583..179331] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657650.1_181 [locus_tag=MC195_RS00975] [db_xref=GeneID:66585089] [protein=carbonic anhydrase] [protein_id=WP_003657650.1] [location=197546..198172] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_168769341.1_182 [locus_tag=FA898_RS00940] [protein=efflux RND transporter periplasmic adaptor subunit] [protein_id=WP_168769341.1] [location=177024..178220] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001017604.1_182 [locus_tag=SPNHU17_RS00945] [protein=nucleotide sugar dehydrogenase] [protein_id=WP_001017604.1] [location=179344..180516] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003665133.1_182 [gene=gloA] [locus_tag=MC195_RS00980] [db_xref=GeneID:66585090] [protein=lactoylglutathione lyase] [protein_id=WP_003665133.1] [location=198213..198749] [gbkey=CDS]
